"","Name","Wells","pptVal","pct"
"163","Louisiana",5282.35120380144,520,0.000925943118528683
"164","North Carolina",110881.61910908,520,0.0194364343119565
"165","South Carolina",2257.13630251594,520,0.000395653326759465
"166","Texas",303901.59521832,520,0.0532708977395873
"167","Louisiana",4017.38408279174,540,0.000704207085524847
"168","North Carolina",96274.4136596373,540,0.0168759378881079
"169","South Carolina",1320.69102411581,540,0.000231503873616466
"170","Texas",296340.686934534,540,0.051945546447125
"171","Louisiana",3288.05312374508,560,0.000576362692639121
"172","North Carolina",86934.5496167293,560,0.0152387535160615
"173","South Carolina",236.263661057832,560,4.14146471286229e-05
"174","Texas",286068.98534547,560,0.0501450203111254
"175","Louisiana",2346.03436901478,580,0.000411236265066535
"176","North Carolina",76266.0868561366,580,0.0133686791311283
"177","Texas",274585.775624779,580,0.0481321289661039
"178","Louisiana",1274.7869518721,600,0.000223457350739319
"179","North Carolina",61801.4625734842,600,0.0108331757539605
"180","Texas",264338.384432194,600,0.0463358641984723
"181","Louisiana",1274.7869518721,620,0.000223457350739319
"182","North Carolina",53120.5301066172,620,0.00931149546993787
"183","Texas",253230.252189837,620,0.0443887201687236
"184","Louisiana",531.68024911938,640,9.31982083234864e-05
"185","North Carolina",41340.0286424181,640,0.00724649186780284
"186","Texas",246392.400597498,640,0.0431901134530456
"187","Louisiana",531.68024911938,660,9.31982083234864e-05
"188","North Carolina",33639.7158033382,660,0.00589670435675417
"189","Texas",234907.780993922,660,0.0411769749697129
"190","Louisiana",49.6064662587273,680,8.69551536704685e-06
"191","North Carolina",31471.097170526,680,0.00551656728856369
"192","Texas",217504.657847449,680,0.0381263822513062
"193","Louisiana",49.6064662587273,700,8.69551536704685e-06
"194","North Carolina",23669.7682712606,700,0.00414907267660845
"195","Texas",195803.616595495,700,0.0343224076504327
"196","Louisiana",49.6064662587273,720,8.69551536704685e-06
"197","North Carolina",20169.622107299,720,0.00353553220394308
"198","Texas",175183.231752506,720,0.0307078612656641
"199","North Carolina",13143.6389284129,740,0.00230394791043642
"200","Texas",165269.597367218,740,0.0289701007146312
"201","North Carolina",9574.47258876942,760,0.00167830889410241
"202","Texas",152091.007467358,760,0.026660026249892
"203","North Carolina",8553.5229340373,780,0.00149934667241539
"204","Texas",141886.895928448,780,0.0248713479709178
"205","North Carolina",4831.70996616476,800,0.000846950235091731
"206","Texas",126191.837423446,800,0.022120161831088
"207","North Carolina",2634.50735901579,820,0.000461802683251794
"208","Texas",114744.670004162,820,0.0201135883395519
"209","North Carolina",1203.10820115059,840,0.000210892785564714
"210","Texas",103852.029355223,840,0.0182042178220761
"211","North Carolina",685.862611877661,860,0.000120224828153645
"212","Texas",87367.0493255756,860,0.015314566371686
"213","North Carolina",685.862611877661,880,0.000120224828153645
"214","Texas",74647.5883130483,880,0.0130849725901389
"215","North Carolina",487.55494059605,900,8.54634848634617e-05
"216","Texas",57174.761108725,900,0.0100221614503872
"217","Texas",45067.7965804017,920,0.00789993215158476
"218","Texas",42288.31873325,940,0.00741271759761475
"219","Texas",38809.2243906395,960,0.00680286729782137
"220","Texas",35937.6572286235,980,0.00629951041175364
"221","Texas",31840.9486865732,1000,0.00558139854512893
